iter	Logloss
409	0.4046670864
410	0.4046668416
411	0.404666505
412	0.4046664133
413	0.4045595415
414	0.4045593885
415	0.4044742399
416	0.40447014
417	0.4043797289
418	0.4043788722
419	0.404375935
420	0.4043631765
421	0.4043629929
422	0.4043612795
423	0.4042994451
424	0.4042481662
425	0.4042460245
426	0.4042098294
427	0.4042096765
428	0.4041231204
429	0.4040708319
430	0.4040707095
431	0.4040523825
432	0.4040522295
433	0.4040503938
434	0.4039590954
435	0.4039378924
436	0.4039378312
437	0.4039377394
438	0.4039376782
439	0.403937311
440	0.4038820547
441	0.4038820241
442	0.4038807697
443	0.4038788727
444	0.4038106131
445	0.403809634
446	0.4037349186
447	0.4037347962
448	0.4036043656
449	0.4036029582
450	0.4035975121
451	0.4035883639
452	0.4035697615
453	0.4035376663
454	0.4035376357
455	0.4035271413
456	0.4034974632
457	0.403497402
458	0.4034798705
459	0.4034370668
460	0.4033170387
461	0.4032078417
462	0.4032007128
463	0.4031467721
464	0.4031147075
465	0.4030472128
466	0.4030466621
467	0.4030466315
468	0.4030211756
469	0.4030209614
470	0.4030207473
471	0.4030201965
472	0.403019401
473	0.4030105282
474	0.4030022061
475	0.4030021755
476	0.4030019613
477	0.4030018695
478	0.4029747309
479	0.40285969
480	0.4027940616
481	0.402794031
482	0.4027939699
483	0.4027938475
484	0.4027521757
485	0.4027521451
486	0.4026762977
487	0.4025740153
488	0.4025738624
489	0.4025733728
490	0.4025579831
491	0.4025270199
492	0.4024040547
493	0.4023608837
494	0.402255756
495	0.4022151551
496	0.4021748908
497	0.402158369
498	0.4021582772
499	0.4020886101
500	0.4020885489
501	0.4020878146
502	0.402019249
503	0.4020191266
504	0.4019435852
505	0.4019409539
506	0.4019042387
507	0.401899374
508	0.4018472996
509	0.4017489947
510	0.4017402749
511	0.4016472631
512	0.4016242855
513	0.4016241019
514	0.401623796
515	0.4016229087
516	0.401532314
517	0.4015311208
518	0.4014167224
519	0.4012644156
520	0.4012382866
521	0.4011879868
522	0.4011878033
523	0.4010234417
524	0.4010232887
525	0.4009424235
526	0.4009423623
527	0.4009410161
528	0.4009187728
529	0.4009187116
530	0.4009176714
531	0.4008939595
532	0.4008938371
533	0.4008917872
534	0.400826067
535	0.4008177143
536	0.4007653952
537	0.4007362678
538	0.4007217959
539	0.4006782578
540	0.4005304792
541	0.400530418
542	0.4005293472
543	0.4004823212
544	0.4004631681
545	0.4003683205
546	0.4003681676
547	0.400224397
548	0.4002144839
549	0.4002143616
550	0.4001269488
551	0.4000935074
552	0.3999944071
553	0.3998400809
554	0.3998324319
555	0.399832279
556	0.3998317894
557	0.3998035493
558	0.3998032434
559	0.3998027232
560	0.399802662
561	0.399801224
562	0.3998006121
563	0.3997974301
564	0.399737921
565	0.3997378598
566	0.3996681009
567	0.3995751809
568	0.399575028
569	0.3995515302
570	0.3995510713
571	0.3994779163
572	0.3994777021
573	0.3994775798
574	0.3994775492
575	0.3994775186
576	0.3993814472
577	0.3993720542
578	0.3993308414
579	0.3993300459
580	0.399329587
581	0.3993288221
582	0.3993279348
583	0.3992930554
584	0.3992276412
585	0.3992054897
586	0.3992047554
587	0.3991240432
588	0.3991231559
589	0.3991230947
590	0.3991007597
591	0.3991004231
592	0.3990589044
593	0.3989477492
594	0.3989079132
595	0.3989078826
596	0.3989073931
597	0.3989039357
598	0.398903538
599	0.3989029566
600	0.3988906877
601	0.3988502398
602	0.3987826533
603	0.3987352601
604	0.3987351071
605	0.3986918138
606	0.3986918138
607	0.3986913243
608	0.3986792694
609	0.3986284189
610	0.3985589966
611	0.3985589048
612	0.3984933377
613	0.3983826414
614	0.3983192465
615	0.3983186652
616	0.3982691915
617	0.3981978723
618	0.3981972604
619	0.3981318156
620	0.3981317544
621	0.3981107349
622	0.3981102454
623	0.3980636171
624	0.3980625463
625	0.3980082078
626	0.3980077795
627	0.3979949291
628	0.397937837
629	0.3979374699
630	0.3979368274
631	0.3979367662
632	0.3979102089
633	0.3979101477
634	0.3979081283
635	0.3979079448
636	0.3979079448
637	0.3977877026
638	0.3977862034
639	0.3977861728
640	0.3977738426
641	0.3977732613
642	0.397772221
643	0.397772068
644	0.3977672645
645	0.3977015137
646	0.3977002899
647	0.397566922
648	0.3975668608
649	0.3975665854
650	0.397518152
651	0.3974291789
652	0.3974290565
653	0.3974285058
654	0.3973087837
655	0.3973086001
656	0.3973084471
657	0.3973081106
658	0.397306795
659	0.3973064584
660	0.3973063972
661	0.39729422
662	0.3972938223
663	0.3972654598
664	0.39724083
665	0.3972366996
666	0.3972354145
667	0.397235231
668	0.3972348944
669	0.3972349556
670	0.3972344049
671	0.3972265723
672	0.3971767926
673	0.3971766397
674	0.3970482283
675	0.3970481977
676	0.3970481365
677	0.3970145421
678	0.3969841297
679	0.3969839156
680	0.396983579
681	0.3969834872
682	0.396983426
683	0.3969833954
684	0.3969832425
685	0.396974339
686	0.3969743084
687	0.3969555837
688	0.3969554919
689	0.3969392148
690	0.3968600019
691	0.3968596347
692	0.3968004927
693	0.3968000949
694	0.3967664393
695	0.3965957444
696	0.3965954078
697	0.3965954384
698	0.3965599777
699	0.3965599471
700	0.3965447103
701	0.3965011722
702	0.3965006215
703	0.3965004073
704	0.3963634291
705	0.3963633985
706	0.3963630619
707	0.3963445514
708	0.3962773932
709	0.3962772708
710	0.3962772708
711	0.3961825457
712	0.3961814442
713	0.3960821602
714	0.3960820991
715	0.3959831822
716	0.3959831211
717	0.3959829375
718	0.3959829375
719	0.3959660791
720	0.3959660179
721	0.3959066311
722	0.3959055602
723	0.395902929
724	0.3958642557
725	0.3958572492
726	0.3958563313
727	0.3958561477
728	0.3958560559
729	0.3958558112
730	0.3958384021
731	0.3958383103
732	0.3958382185
733	0.3958380655
734	0.3958380655
735	0.3958379431
736	0.3957476238
737	0.3957475626
738	0.3957466141
739	0.3957456657
740	0.3956951517
741	0.3956948763
742	0.3956948457
743	0.3956949069
744	0.395694142
745	0.3956940502
746	0.3956936525
747	0.395688237
748	0.3956881146
749	0.3956880228
750	0.395676274
751	0.395676274
752	0.3956199162
753	0.3956128485
754	0.3956123896
755	0.3956069435
756	0.3956070047
757	0.3955777855
758	0.395577449
759	0.3954862117
760	0.3954802761
761	0.3954437445
762	0.3954436221
763	0.3954436221
764	0.3953792788
765	0.3953333542
766	0.3952183439
767	0.3952182827
768	0.3951848107
769	0.3951847495
770	0.3951846578
771	0.3951465964
772	0.3951422823
773	0.3951419764
774	0.3949973186
775	0.3949964007
776	0.3949357595
777	0.3949356983
778	0.3949357289
779	0.3949356983
780	0.3949355759
781	0.3949354841
782	0.3949353923
783	0.3948526608
784	0.3947621273
785	0.3947620661
786	0.3947082172
787	0.3947081254
788	0.394708003
789	0.3947079418
790	0.3947004458
791	0.3947003846
792	0.3947002928
793	0.3946723893
794	0.3946722975
795	0.3946722669
796	0.3946722669
797	0.3946722363
798	0.3946721139
799	0.3946721751
800	0.3946721139
801	0.3946347256
802	0.3946347256
803	0.3946346032
804	0.394634542
805	0.3945107813
806	0.3945108425
807	0.3945107813
808	0.3945107813
809	0.3945107813
810	0.3945105365
811	0.3945105059
812	0.3945104141
813	0.3945104447
814	0.3945067732
815	0.3945045091
816	0.3945041726
817	0.3945041114
818	0.3944469581
819	0.3944032364
820	0.3944031446
821	0.3942945901
822	0.394219171
823	0.3942061677
824	0.3942061371
825	0.3942056782
826	0.3941952755
827	0.3941952449
828	0.3941953061
829	0.3941952449
830	0.3941952449
831	0.3941952143
832	0.3941951532
833	0.3941951532
834	0.3941951532
835	0.3941951226
836	0.3941950614
837	0.3941951226
838	0.3941951226
839	0.3941270159
840	0.3941270159
841	0.394034922
842	0.3939934645
843	0.3939934339
844	0.3939933115
845	0.3939928831
846	0.3939926996
847	0.393969416
848	0.393969416
849	0.393963052
850	0.3939630826
851	0.3939630215
852	0.3939470198
853	0.3939355769
854	0.3939355769
855	0.3939138843
856	0.3939138231
857	0.3939137313
858	0.3939137619
859	0.3939136395
860	0.3939136395
861	0.3939136089
862	0.3939132112
863	0.3938564251
864	0.3938561191
865	0.393777518
866	0.3937774874
867	0.3937774568
868	0.3937774568
869	0.3937774568
870	0.3937771203
871	0.3937721331
872	0.3937721331
873	0.3937721025
874	0.3937720413
875	0.3937720107
876	0.3937720413
877	0.3937720107
878	0.3937718884
879	0.3937715824
880	0.3937715212
881	0.3937525517
882	0.3937489108
883	0.3937488802
884	0.393748819
885	0.393748819
886	0.3937487578
887	0.3937487272
888	0.3937486966
889	0.3936719313
890	0.3936715947
891	0.3936714724
892	0.3936714724
893	0.3936714724
894	0.3936714112
895	0.39367135
896	0.39367135
897	0.39367135
898	0.3936712888
899	0.393671197
900	0.3936711664
901	0.3936711664
902	0.3936710746
903	0.3936710134
904	0.393671044
905	0.3936709828
906	0.3936709828
907	0.3936709522
908	0.3936706769
909	0.3936705851
910	0.3936703097
911	0.3936702485
912	0.3936702485
913	0.3936699426
914	0.3936139213
915	0.3936139213
916	0.3936138907
917	0.3936138601
918	0.3936137989
919	0.3936137377
920	0.3936137377
921	0.3936136766
922	0.3936046507
923	0.3936011322
924	0.3936011322
925	0.393601071
926	0.3936010404
927	0.3935991129
928	0.3935988375
929	0.3935988681
930	0.3935988681
931	0.3935988375
932	0.3935987457
933	0.3935987457
934	0.3935959309
935	0.3935959615
936	0.3935959615
937	0.3935958697
938	0.3935958697
939	0.3935958697
940	0.3935958697
941	0.3935958085
942	0.3935958697
943	0.3935957779
944	0.3935957167
945	0.3935957473
946	0.3935957779
947	0.3935957167
948	0.3935957167
949	0.3935954413
950	0.3935951966
951	0.3935951966
952	0.3935945847
953	0.3935945541
954	0.3935945541
955	0.3935945235
956	0.3935944623
957	0.3935845492
958	0.393581612
959	0.393581612
960	0.3935816426
961	0.393581612
962	0.3935816732
963	0.3935813366
964	0.393581306
965	0.3935812448
966	0.393581306
967	0.393581306
968	0.3935806023
969	0.3935805717
970	0.3935805105
971	0.3935805105
972	0.3935805411
973	0.3935805105
974	0.3935804799
975	0.3935804493
976	0.3935804493
977	0.3935804187
978	0.393572219
979	0.393572219
980	0.3935722496
981	0.3935722496
982	0.393572219
983	0.3935721578
984	0.3935577777
985	0.3935578083
986	0.3935578083
987	0.3935473445
988	0.3935473445
989	0.3935473445
990	0.3935473445
991	0.3935473139
992	0.3935439789
993	0.3935439789
994	0.3935439483
995	0.3935440401
996	0.3935439177
997	0.3935188596
998	0.3935188596
999	0.3935187984
